Location ID,Address,City,State,Zip,Latitude,Longitude,Location
130,1001 W WASHINGTON BLVD,CHICAGO,IL,60607,41.882952380957796,-87.65212523844185,"41.8829523809578, -87.65212523844185"
131,1001-1003 E 43RD ST,CHICAGO,IL,60653,41.81676172087383,-87.60178731861694,"41.81676172087383, -87.60178731861693"
132,10012-10014 S WESTERN AVE,CHICAGO,IL,60643,41.71144201648929,-87.68191864161032,"41.7114420164893, -87.68191864161031"
133,10015 S LEAVITT(2200W),CHICAGO,IL,60643,41.71142686604275,-87.67678398135044,"41.71142686604275, -87.67678398135043"
134,10018 S WESTERN AVE,CHICAGO,IL,60643,41.71127568854977,-87.68191388813759,"41.71127568854977, -87.6819138881376"
135,1002 N CALIFORNIA AVE,CHICAGO,IL,60622,41.89938196589096,-87.69694004377007,"41.89938196589096, -87.69694004377007"
136,1002 N CICERO AVE,CHICAGO,IL,60651,41.89878824025211,-87.74604037814595,"41.89878824025211, -87.74604037814593"
137,1002 W 63RD ST,CHICAGO,IL,60621,41.779784506969364,-87.64979416113171,"41.779784506969364, -87.64979416113171"
138,1002 W ARGYLE ST,CHICAGO,IL,60640,41.97342006256912,-87.65508564145216,"41.97342006256912, -87.65508564145216"
139,1002 W LAKE ST,CHICAGO,IL,60607,41.88569111784153,-87.6522896923192,"41.885691117841525, -87.6522896923192"
140,1003 N ASHLAND AVE,CHICAGO,IL,60622,41.89981866150821,-87.6672485778532,"41.899818661508206, -87.6672485778532"
141,1003 N LEAVITT ST,CHICAGO,IL,60622,41.89958138601319,-87.68190167313965,"41.89958138601319, -87.68190167313965"
142,1003-1005 N RUSH ST,CHICAGO,IL,60611,41.9008867067491,-87.62741623392773,"41.9008867067491, -87.62741623392772"
143,1003-1007 W LELAND AVE,CHICAGO,IL,60640,41.96715249107936,-87.65495021122399,"41.967152491079354, -87.65495021122398"
144,10033 S WESTERN AVE,CHICAGO,IL,60643,41.7108618277588,-87.68160888926207,"41.7108618277588, -87.68160888926207"
145,10034 S MICHIGAN AVE,CHICAGO,IL,60628,41.711655040960906,-87.62015883107289,"41.711655040960906, -87.62015883107287"
146,10036 S WESTERN AVE,CHICAGO,IL,60643,41.71077678752739,-87.68189948436465,"41.71077678752738, -87.68189948436464"
147,1004 W WILSON AVE,CHICAGO,IL,60640,41.965537226618295,-87.65502740724979,"41.965537226618295, -87.65502740724979"
148,10041 S UNION (700W),CHICAGO,IL,60628,41.711197992391895,-87.64037739861752,"41.7111979923919, -87.64037739861752"
149,1005 E 60TH ST,CHICAGO,IL,60637,41.78582054292253,-87.60093895755584,"41.78582054292253, -87.60093895755584"
150,1005 W 71ST ST,CHICAGO,IL,60621,41.76501415513508,-87.64949225335809,"41.76501415513508, -87.6494922533581"
151,1005 W ARGYLE ST,CHICAGO,IL,60640,41.97319931519437,-87.65516389574294,"41.97319931519437, -87.65516389574296"
152,1006 W LAKE ST,CHICAGO,IL,60607,41.88568794689097,-87.65246444630944,"41.88568794689097, -87.65246444630944"
153,1006-1010 W WAVELAND AVE,CHICAGO,IL,60613,41.94914953410638,-87.65469922051734,"41.94914953410638, -87.65469922051734"
154,10063 S EWING AVE,CHICAGO,IL,60617,41.71210884682817,-87.5351316592362,"41.71210884682817, -87.53513165923621"
155,1007 N RUSH ST,CHICAGO,IL,60611,41.90099048495164,-87.6274655097454,"41.900990484951635, -87.6274655097454"
156,1007 W 63RD ST,CHICAGO,IL,60621,41.779564584872844,-87.64997483571392,"41.77956458487284, -87.64997483571392"
157,1007 W ARGYLE ST,CHICAGO,IL,60640,41.97319805257552,-87.65524806242914,"41.97319805257552, -87.65524806242914"
158,1008 1/2 W IRVING PARK RD,CHICAGO,IL,60613,41.95459185074589,-87.65496414310472,"41.954591850745885, -87.65496414310472"
159,1008 W ARMITAGE AVE,CHICAGO,IL,60614,41.91820856763485,-87.65375768752132,"41.91820856763485, -87.65375768752133"
160,1009 E 53RD ST,CHICAGO,IL,60615,41.79929834268655,-87.60093236257606,"41.79929834268655, -87.60093236257606"
161,1009 E WILSON,LOMBARD,IL,60148,41.965316374430095,-87.65519267057188,"41.965316374430095, -87.65519267057188"
162,1009 N ASHLAND AVE,CHICAGO,IL,60622,41.90000749953961,-87.66725382248163,"41.900007499539605, -87.66725382248164"
163,1009 W MADISON ST,CHICAGO,IL,60607,41.881583707596405,-87.652408263381,"41.88158370759641, -87.652408263381"
164,1009-1011 N ORLEANS ST,CHICAGO,IL,60610,41.9008277108542,-87.63718892231834,"41.900827710854195, -87.63718892231834"
165,1009-1011 N RUSH ST,CHICAGO,IL,60611,41.901042374044735,-87.62749014771333,"41.901042374044735, -87.62749014771335"
166,1009-1011 W LAKE ST,CHICAGO,IL,60607,41.88546689358433,-87.65254469106306,"41.88546689358433, -87.65254469106307"
167,101 E 35TH ST,CHICAGO,IL,60616,41.83093492021269,-87.62318015834819,"41.830934920212684, -87.6231801583482"
168,101 E 47TH ST,CHICAGO,IL,60653,41.8091786753816,-87.62275169536825,"41.809178675381595, -87.62275169536825"
